datetime,temperature,humidity,pressure,wind_speed,wind_direction,rides,date,hour,month,day,year,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2015-01-01 00:00:00,-5.099999999999966,59.0,1022.0,2.0,249.0,46,2015-01-01,0,1,1,2015,0.0,1.0,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 01:00:00,-5.099999999999966,59.0,1022.0,2.0,249.0,46,2015-01-01,1,1,1,2015,0.2697967711570243,0.9629172873477994,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 02:00:00,-5.963999999999999,58.0,1021.0,2.0,246.0,46,2015-01-01,2,1,1,2015,0.5195839500354336,0.8544194045464886,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 03:00:00,-5.963999999999999,58.0,1021.0,2.0,246.0,46,2015-01-01,3,1,1,2015,0.730835964278124,0.6825531432186541,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 04:00:00,-5.963999999999999,58.0,1021.0,2.0,246.0,46,2015-01-01,4,1,1,2015,0.8878852184023752,0.4600650377311522,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 05:00:00,-6.482999999999947,52.0,1019.0,3.0,251.0,45,2015-01-01,5,1,1,2015,0.9790840876823229,0.20345601305263375,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 06:00:00,-6.482999999999947,52.0,1019.0,3.0,251.0,45,2015-01-01,6,1,1,2015,0.9976687691905392,-0.06824241336467088,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 07:00:00,-6.482999999999947,52.0,1019.0,3.0,251.0,45,2015-01-01,7,1,1,2015,0.9422609221188205,-0.33487961217098616,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 08:00:00,-6.574000000000012,57.0,1018.0,3.0,258.0,46,2015-01-01,8,1,1,2015,0.8169698930104421,-0.5766803221148671,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 09:00:00,-6.574000000000012,57.0,1018.0,3.0,258.0,46,2015-01-01,9,1,1,2015,0.631087944326053,-0.7757112907044197,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 10:00:00,-6.574000000000012,57.0,1018.0,3.0,258.0,45,2015-01-01,10,1,1,2015,0.3984010898462414,-0.917211301505453,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
2015-01-01 11:00:00,-6.700999999999965,57.0,1019.0,3.0,261.0,45,2015-01-01,11,1,1,2015,0.1361666490962471,-0.9906859460363306,0.017213356155834685,0.9998518392091162,0.49999999999999994,0.8660254037844387
